customer,surname,givenName,email,country,stateCode,state,city,streetAddress,latitude,longitude,claimAmount,response,coverage,education,effectiveToDate,employmentStatus,gender,income,locationCode,maritalStatus,monthlyPremiumAuto,monthsSinceLastClaim,monthsSincePolicyInception,numberOfOpenComplaints,numberOfPolicies,policyType,policy,claimReason,salesChannel,totalClaimAmount,vehicleClass,vehicleSize,vehicle
DB71122,Murillo,Amy,AmyMMurillo@jourrapide.com,US,TN,Tennessee,Kingsport,2401 Public Works Drive,36.416832,-82.432826,351.5831889,No,Extended,Doctor,10/29/16,Medical Leave,F,15144,Urban,Married,90,2,71,0,1,Personal Auto,Personal L2,Scratch/Dent,Agent,372.652536,Four-Door Car,Medsize,2001 Donkervoort D8
DB75522,Dandridge,Helen,HelenEDandridge@armyspy.com,US,OR,Oregon,Cannon Beach,4339 Mattson Street,45.973447,-123.911095,698.8401604,No,Extended,College,11/8/16,Employed,F,22436,Suburban,Married,89,24,21,0,3,Special Auto,Special L2,Hail,Branch,427.2,Four-Door Car,Small,2009 Audi Q5
DB79306,Dunham,John,JohnMDunham@fleckens.hu,US,FL,Florida,Ocala,4735 Rhapsody Street,29.172755,-81.99957,441.6345862,No,Basic,College,9/29/16,Employed,M,25480,Urban,Married,117,26,49,3,1,Personal Auto,Personal L1,Other,Web,486.545439,SUV,Small,2011 Kia Carens
DB79694,Conroy,Anna,AnnaJConroy@jourrapide.com,US,IL,Illinois,Chicago,659 Oakmound Drive,41.930104,-87.560181,597.9724161,Yes,Extended,High School or Below,11/11/16,Employed,F,57693,Suburban,Divorced,76,16,56,0,3,Corporate Auto,Corporate L3,Hail,Agent,547.2,Four-Door Car,Medsize,1996 Dodge Stealth
DB91647,Sanders,John,JohnMSanders@rhyta.com,US,TX,Texas,Houston,1905 Clousson Road,29.665868,-95.423136,581.6712126,No,Basic,College,12/10/16,Employed,M,99239,Suburban,Single,74,9,14,0,6,Personal Auto,Personal L2,Other,Web,379.37884,Four-Door Car,Small,2012 Toyota Highlander
DB93245,Pate,Nancy,NancyJPate@rhyta.com,US,IL,Illinois,Effingham,2180 University Hill Road,39.189521,-88.625803,285.3600347,No,Basic,Doctor,12/24/16,Employed,F,87455,Urban,Divorced,71,10,46,0,1,Corporate Auto,Corporate L3,Hail,Call Center,329.238904,Four-Door Car,Medsize,2001 Citroen Osee
DC31768,Joseph,Scott,ScottLJoseph@rhyta.com,US,MS,Mississippi,Meridian,3951 Lena Lane,32.21627,-88.613076,478.3917752,No,Extended,Bachelor,9/3/16,Employed,M,49793,Suburban,Married,121,3,55,0,1,Personal Auto,Personal L3,Hail,Agent,640.835113,SUV,Small,2005 Nissan Hardbody
DC37886,Cox,Ellen,EllenFCox@dayrep.com,US,OH,Ohio,Garfield Heights,1430 Glenwood Avenue,41.49641,-81.579777,2433.851185,No,Basic,High School or Below,12/23/16,Employed,F,73692,Rural,Married,67,1,10,0,2,Personal Auto,Personal L1,Hail,Branch,24.843535,Two-Door Car,Medsize,1998 Ginetta G33
DC46685,Jackson,Eveline,EvelineHJackson@superrito.com,US,NC,North Carolina,Asheville,563 Goosetown Drive,35.673362,-82.587541,1163.889947,Yes,Basic,College,10/14/16,Medical Leave,F,25370,Suburban,Married,102,10,77,0,2,Corporate Auto,Corporate L3,Collision,Branch,489.6,Sports Car,Large,2011 Scion xB
DC46965,Conyers,James,JamesJConyers@jourrapide.com,US,FL,Florida,Tallahassee,2071 Woodside Circle,30.411369,-84.260714,550.7242176,No,Basic,Master,9/19/16,Medical Leave,M,11343,Rural,Married,72,14,78,0,8,Personal Auto,Personal L3,Collision,Agent,154.750098,Four-Door Car,Medsize,1994 Subaru Vivio
DC62428,Jacob,Elias,EliasJJacob@superrito.com,US,NY,New York,New York,3535 Duncan Avenue,40.685288,-74.026228,509.1101225,No,Basic,High School or Below,10/14/16,Employed,M,20244,Suburban,Married,65,6,42,0,8,Personal Auto,Personal L3,Scratch/Dent,Branch,312,Four-Door Car,Medsize,2004 Kia Opirus
DC70690,Morgan,Julie,JulieCMorgan@armyspy.com,US,ID,Idaho,Garden Valley,42 Young Road,44.14796,-115.914981,559.800838,No,Basic,College,12/16/16,Employed,F,51737,Suburban,Single,71,13,55,0,6,Personal Auto,Personal L1,Collision,Web,430.163277,Four-Door Car,Medsize,1996 Mazda RX-01
DC78147,Fogleman,Darrell,DarrellRFogleman@dayrep.com,US,WA,Washington,Spokane,3938 Melrose Street,47.752338,-117.383659,1372.779972,Yes,Extended,College,10/8/16,Unemployed,M,0,Suburban,Single,126,12,4,0,2,Personal Auto,Personal L2,Collision,Agent,604.8,SUV,Medsize,2005 BMW 320
DC79319,Gray,Patricia,PatriciaGGray@gustr.com,US,AL,Alabama,Mobile,4429 Lonely Oak Drive,30.769661,-88.191432,335.1567048,No,Extended,Bachelor,11/2/16,Employed,F,29160,Suburban,Single,87,25,62,0,1,Personal Auto,Personal L3,Hail,Branch,417.6,Two-Door Car,Medsize,1996 Dodge Ram
DC83427,Jordan,Diana,DianaRJordan@gustr.com,US,SD,South Dakota,Ipswich,2772 Andy Street,45.509761,-99.080038,1775.938575,No,Basic,High School or Below,12/30/16,Unemployed,F,0,Suburban,Single,63,10,19,0,2,Personal Auto,Personal L3,Hail,Web,661.7151,Four-Door Car,Small,2009 Hyundai Accent
DC85335,Suh,Thad,ThadDSuh@teleworm.us,US,CO,Colorado,Denver,3307 Clay Lick Road,39.73528,-104.965748,453.8117454,No,Basic,College,11/18/16,Employed,M,49821,Suburban,Married,61,26,48,4,3,Personal Auto,Personal L2,Other,Web,333.308611,Four-Door Car,Small,2006 Lancia Lybra
DC91024,Maldonado,Anthony,AnthonyLMaldonado@jourrapide.com,US,KY,Kentucky,Somerset,45 Straford Park,37.024594,-84.469962,1598.452739,No,Basic,Bachelor,11/3/16,Unemployed,M,0,Suburban,Single,69,19,74,0,2,Personal Auto,Personal L3,Other,Branch,331.2,Two-Door Car,Small,1996 Mitsubishi Pajero
DD22139,Culver,Alesha,AleshaWCulver@jourrapide.com,US,HI,Hawaii,Honolulu,3174 Arron Smith Drive,21.360754,-157.903726,786.302773,No,Basic,College,9/2/16,Unemployed,F,0,Suburban,Divorced,72,9,28,0,2,Corporate Auto,Corporate L3,Collision,Branch,732.352745,Two-Door Car,Small,2009 Chevrolet Captiva
DD27563,Thomas,Douglas,DouglasJThomas@dayrep.com,US,KS,Kansas,Downs,4050 Maloy Court,39.430757,-98.498234,634.2473656,No,Extended,High School or Below,12/1/16,Employed,M,86687,Urban,Single,80,4,82,0,3,Personal Auto,Personal L3,Collision,Agent,274.159702,Four-Door Car,Large,2010 Ford F-150
DD27635,Lacy,Gary,GaryKLacy@einrot.com,US,NC,North Carolina,Chapel Hill,278 Johnson Street,35.991358,-79.08983,804.7410936,No,Basic,Doctor,8/27/16,Disabled,M,29808,Rural,Married,105,18,38,1,3,Personal Auto,Personal L1,Collision,Call Center,52.456587,SUV,Medsize,1998 Oldsmobile Silhouette
DD28380,Allen,Stacey,StaceyAAllen@superrito.com,US,CA,California,City Of Commerce,4359 Evergreen Lane,33.984858,-118.094011,1311.874322,No,Premium,College,11/23/16,Medical Leave,F,11854,Suburban,Married,113,19,64,0,2,Personal Auto,Personal L1,Collision,Call Center,807.721213,Four-Door Car,Medsize,2006 Hyundai Elantra
DD44177,Flynn,Laura,LauraMFlynn@dayrep.com,US,MA,Massachusetts,Franklin,2673 Stadium Drive,42.134284,-71.408986,239.557,Yes,Basic,Doctor,10/30/16,Disabled,F,21986,Suburban,Divorced,63,1,9,0,1,Personal Auto,Personal L3,Hail,Branch,333.696228,Two-Door Car,Medsize,2010 Volvo S80
DD68171,Whetstone,Patricia,PatriciaDWhetstone@fleckens.hu,US,MD,Maryland,Silver Spring,3399 Bluff Street,39.007745,-76.950699,352.7851585,No,Extended,Bachelor,8/14/16,Employed,F,59496,Rural,Married,88,22,64,0,1,Personal Auto,Personal L3,Collision,Agent,189.144728,Four-Door Car,Medsize,2010 Mazda CX-7
DD88614,Runion,Sarah,SarahJRunion@gustr.com,US,CA,California,Los Angeles,2039 Euclid Avenue,33.971928,-118.250178,709.6598526,No,Extended,Doctor,9/5/16,Employed,F,67735,Rural,Married,88,33,87,0,3,Corporate Auto,Corporate L3,Scratch/Dent,Agent,3.4637,Four-Door Car,Medsize,2011 Aston Martin DB9
DD89544,Hayes,Samuel,SamuelMHayes@cuvox.de,US,SC,South Carolina,Columbia,1340 Still Pastures Drive,33.999897,-81.154829,1870.485055,No,Extended,Bachelor,10/6/16,Employed,M,64929,Suburban,Married,240,13,11,3,8,Corporate Auto,Corporate L1,Collision,Agent,1261.672708,Luxury SUV,Medsize,1997 Venturi Atlantique
DD94148,Rocha,Mark,MarkERocha@fleckens.hu,US,CA,California,Mira Loma,2227 Denver Avenue,34.059164,-117.610417,579.2439588,No,Basic,College,10/1/16,Employed,M,29530,Urban,Married,74,31,79,0,4,Personal Auto,Personal L2,Hail,Web,222.478994,Two-Door Car,Medsize,2011 Mazda Tribute
DD97473,Davis,Judith,JudithFDavis@teleworm.us,US,CA,California,Carpinteria,2693 Leisure Lane,34.397231,-119.54472,216.0920387,No,Basic,High School or Below,10/5/16,Unemployed,F,0,Suburban,Single,62,4,49,1,1,Personal Auto,Personal L3,Collision,Agent,439.001718,Four-Door Car,Medsize,1996 Mitsubishi Carisma
DE18949,Varga,Katherine,KatherineMVarga@rhyta.com,US,TX,Texas,Angleton,4175 Adams Drive,29.257267,-95.373004,1634.460809,No,Basic,College,10/8/16,Employed,F,57029,Rural,Married,68,24,97,0,2,Corporate Auto,Corporate L3,Collision,Call Center,135.788525,Two-Door Car,Small,2012 Chevrolet Lacetti
DE21533,Shire,Danny,DannyEShire@fleckens.hu,US,MD,Maryland,Hanover,2336 Green Gate Lane,39.177697,-76.648856,547.315987,No,Basic,Bachelor,10/15/16,Employed,M,93870,Suburban,Divorced,69,1,96,0,8,Personal Auto,Personal L2,Collision,Call Center,331.2,Four-Door Car,Medsize,1998 Ford Laser
DE21910,Stewart,Portia,PortiaPStewart@teleworm.us,US,GA,Georgia,Decatur,627 Stroop Hill Road,33.785386,-84.262834,730.4395148,No,Extended,College,12/2/16,Employed,F,41025,Rural,Married,92,22,92,0,6,Personal Auto,Personal L3,Collision,Agent,20.374393,Four-Door Car,Large,2009 Mitsubishi Galant
DE23903,Geiger,Emelda,EmeldaDGeiger@dayrep.com,US,NC,North Carolina,Durham,4682 Johnson Street,35.952194,-78.736876,590.5971667,No,Basic,Bachelor,11/14/16,Employed,F,59848,Rural,Married,73,5,98,1,3,Personal Auto,Personal L3,Collision,Call Center,131.614733,Two-Door Car,Medsize,2009 Nissan Rogue
DE28132,Crawford,James,JamesGCrawford@teleworm.us,US,MO,Missouri,Saint Joseph,707 Nutter Street,39.834318,-94.902447,474.7734642,No,Extended,College,12/26/16,Employed,M,42165,Suburban,Single,123,22,66,0,1,Corporate Auto,Corporate L3,Collision,Branch,799.673766,SUV,Large,2009 Citroen Berlingo
DE34457,Laffoon,Cindy,CindyMLaffoon@gustr.com,US,TX,Texas,Wichita Falls,807 Alexander Drive,33.869929,-98.43414,941.6908485,No,Basic,Doctor,8/3/16,Employed,F,70602,Urban,Married,116,8,47,0,3,Personal Auto,Personal L3,Scratch/Dent,Call Center,481.339891,SUV,Small,2008 Toyota Highlander
DE37110,Brown,Steven,StevenTBrown@gustr.com,US,TX,Texas,Laredo,1369 Adamsville Road,27.565908,-99.420139,464.5569555,No,Basic,Master,11/19/16,Employed,M,42532,Rural,Single,118,13,32,0,1,Personal Auto,Personal L3,Collision,Call Center,200.641734,Sports Car,Medsize,1995 Proton Persona
DE53644,Gallegos,Valerie,ValerieEGallegos@jourrapide.com,US,NY,New York,Brooklyn,2166 Lady Bug Drive,40.719438,-74.076139,519.2355227,No,Basic,Bachelor,10/18/16,Employed,F,23059,Suburban,Married,66,22,55,0,3,Personal Auto,Personal L3,Hail,Web,372.430947,Two-Door Car,Medsize,2007 SsangYong Actyon
DE55857,Richard,Nicole,NicoleRRichard@rhyta.com,US,NY,New York,New York,1953 Henry Ford Avenue,40.788933,-73.922884,246.5444865,No,Basic,Bachelor,10/27/16,Employed,F,64997,Suburban,Single,63,7,99,1,1,Personal Auto,Personal L3,Hail,Agent,383.442328,Four-Door Car,Small,1996 Ford Escort
DE59454,Sanders,John,JohnJSanders@superrito.com,US,ND,North Dakota,Dickinson,352 Hidden Meadow Drive,46.987583,-102.801144,255.7585549,No,Basic,Bachelor,12/19/16,Employed,M,72202,Suburban,Married,63,12,13,0,1,Corporate Auto,Corporate L3,Hail,Branch,453.6,Two-Door Car,Small,2010 Fiat Linea
DE71115,Smith,Edwin,EdwinMSmith@armyspy.com,US,MA,Massachusetts,Marlboro,4683 Kovar Road,42.436874,-71.599428,277.2502139,No,Basic,High School or Below,12/29/16,Employed,M,68463,Suburban,Married,70,19,67,1,1,Personal Auto,Personal L1,Hail,Call Center,336,Four-Door Car,Medsize,2000 Daihatsu Sirion
DE75225,Lewis,Gordon,GordonRLewis@jourrapide.com,US,TX,Texas,Burnet,433 Valley Lane,30.848132,-98.330026,871.7561149,No,Basic,High School or Below,11/15/16,Unemployed,M,0,Suburban,Married,117,5,89,1,3,Personal Auto,Personal L1,Collision,Agent,561.6,SUV,Medsize,2004 Toyota Celica
DE78840,Davidson,Marcy,MarcyBDavidson@armyspy.com,US,OH,Ohio,Cincinnati,920 Round Table Drive,39.24664,-84.389171,699.1248087,No,Basic,Bachelor,9/6/16,Medical Leave,F,19019,Suburban,Married,186,7,46,0,1,Personal Auto,Personal L3,Other,Branch,1003.050834,Luxury SUV,Medsize,2009 Daewoo Tocsa
DE91458,Myers,Karen,KarenGMyers@cuvox.de,US,IL,Illinois,Davenport,3094 Trainer Avenue,41.518843,-90.625016,290.3749709,No,Extended,Master,12/12/16,Unemployed,F,0,Suburban,Married,77,15,89,0,1,Personal Auto,Personal L3,Hail,Web,491.66348,Four-Door Car,Medsize,1992 Mazda Carol
DF21541,Testa,Charlotte,CharlotteJTesta@armyspy.com,US,SC,South Carolina,Chester,2285 Still Pastures Drive,34.707404,-81.329964,264.6573754,No,Basic,College,10/17/16,Disabled,F,23170,Suburban,Divorced,71,21,67,0,1,Personal Auto,Personal L3,Collision,Call Center,340.8,Four-Door Car,Medsize,2000 Toyota Soarer
DF40318,Jones,Newton,NewtonAJones@superrito.com,US,OH,Ohio,Cleveland,2127 Peaceful Lane,41.506325,-81.614901,255.1226692,Yes,Basic,Master,11/18/16,Employed,M,79751,Suburban,Married,63,15,67,0,1,Corporate Auto,Corporate L3,Scratch/Dent,Web,392.235698,Two-Door Car,Small,2009 Mercedes-Benz SL
DF49110,Reed,James,JamesEReed@fleckens.hu,US,SC,South Carolina,Clemson,885 Pooh Bear Lane,34.638002,-82.789764,810.0243093,No,Basic,Doctor,12/8/16,Employed,M,89420,Urban,Married,67,3,83,0,2,Personal Auto,Personal L1,Hail,Call Center,212.455137,Four-Door Car,Medsize,2005 Morgan 4
DF62718,Overbeck,Joanie,JoanieROverbeck@superrito.com,US,HI,Hawaii,Honolulu,4131 Arron Smith Drive,21.307365,-157.984608,729.440195,No,Extended,High School or Below,12/9/16,Employed,F,83488,Suburban,Married,90,14,20,0,3,Personal Auto,Personal L2,Other,Agent,432.784577,Four-Door Car,Large,2001 Peugeot 106
DF65548,Degeorge,Shauna,ShaunaDDegeorge@teleworm.us,US,CA,California,Los Angeles,1465 Aviation Way,33.96,-118.333485,861.3464627,No,Premium,Master,10/4/16,Employed,F,26680,Suburban,Married,106,11,49,0,5,Personal Auto,Personal L2,Collision,Agent,508.8,Two-Door Car,Small,1998 Nissan Almera
DF66914,Morgan,Bronwyn,BronwynRMorgan@einrot.com,US,PA,Pennsylvania,Plymouth Meeting,2542 Cityview Drive,40.196902,-75.273844,3222.708389,No,Basic,Bachelor,8/12/16,Employed,F,45331,Suburban,Married,100,0,8,0,2,Personal Auto,Personal L1,Hail,Agent,572.635987,SUV,Medsize,1996 Seat Ibiza
DF71709,Scott,Justin,JustinMScott@gustr.com,US,TX,Texas,Austin,2632 Brentwood Drive,30.330589,-97.765282,1262.496121,No,Premium,College,8/22/16,Medical Leave,M,12439,Suburban,Divorced,115,22,78,0,2,Corporate Auto,Corporate L1,Hail,Agent,552,Two-Door Car,Medsize,2012 Audi TT
DF74270,Castellanos,Tyrone,TyroneBCastellanos@dayrep.com,US,KS,Kansas,Scandia,4759 Nicholas Street,39.713717,-97.714261,3823.021008,No,Basic,Bachelor,11/20/16,Employed,M,80321,Rural,Married,105,25,1,0,2,Corporate Auto,Corporate L1,Other,Agent,166.972451,SUV,Medsize,1996 Kia Capital
DF86803,Grant,Robert,RobertKGrant@fleckens.hu,US,VT,Vermont,Island Pond,409 Selah Way,44.764424,-71.803934,530.8434428,No,Basic,High School or Below,11/1/16,Unemployed,M,0,Suburban,Single,73,9,43,0,3,Corporate Auto,Corporate L3,Collision,Agent,525.6,Four-Door Car,Medsize,1994 Dodge Venom
DF94525,Valencia,Robert,RobertSValencia@armyspy.com,US,MO,Missouri,Manchester,4736 Oak Ridge Drive,39.561602,-90.308835,486.062003,No,Basic,College,8/6/16,Medical Leave,M,25854,Suburban,Single,68,24,37,0,9,Personal Auto,Personal L3,Collision,Branch,396.284835,Four-Door Car,Medsize,2005 TVR Speed 12
DF95759,Range,Adam,AdamCRange@rhyta.com,US,NY,New York,New York,414 Ward Road,40.781797,-74.094898,949.2342964,No,Extended,College,9/19/16,Unemployed,M,0,Suburban,Married,132,9,85,0,6,Personal Auto,Personal L3,Hail,Agent,633.6,SUV,Medsize,2000 Lotus Extreme
DF97701,Edwards,Angel,AngelAEdwards@gustr.com,US,AZ,Arizona,Tempe,1778 East Avenue,33.456354,-111.990725,706.9740965,No,Extended,Bachelor,10/2/16,Employed,F,63867,Suburban,Married,89,21,4,1,3,Corporate Auto,Corporate L3,Scratch/Dent,Branch,432.361631,Four-Door Car,Medsize,2005 Mitsubishi eK
DG21323,Stark,Magdalena,MagdalenaEStark@dayrep.com,US,MO,Missouri,Saint Louis,4716 Cottrill Lane,38.71932,-90.18219,475.8564558,No,Basic,High School or Below,9/19/16,Unemployed,F,0,Suburban,Single,64,29,36,0,9,Personal Auto,Personal L3,Scratch/Dent,Branch,607.733606,Four-Door Car,Medsize,1996 Mercedes-Benz E
DG23204,Joyner,Rosa,RosaMJoyner@dayrep.com,US,TX,Texas,Acton,1898 Oliver Street,32.544198,-97.680886,259.5558788,No,Basic,Doctor,12/25/16,Employed,F,27734,Urban,Married,65,12,86,0,1,Personal Auto,Personal L3,Hail,Call Center,193.33986,Four-Door Car,Medsize,2004 Renault Espace
DG30586,Mozingo,Denise,DeniseEMozingo@jourrapide.com,US,PA,Pennsylvania,Upper Saucon,485 Berkley Street,40.545665,-75.376241,286.7312197,Yes,Extended,Bachelor,9/24/16,Retired,F,23376,Suburban,Divorced,78,19,18,0,1,Personal Auto,Personal L3,Hail,Call Center,374.4,Four-Door Car,Medsize,1997 Kia Avella
DG31826,Forbes,Bruce,BruceMForbes@armyspy.com,US,NY,New York,Westbury,2421 Geraldine Lane,40.750782,-73.533227,498.4618655,Yes,Basic,Bachelor,12/14/16,Employed,M,86305,Rural,Married,62,1,99,0,5,Corporate Auto,Corporate L2,Hail,Call Center,80.73124,Four-Door Car,Medsize,2010 Hyundai Matrix
DG33206,Wells,Donna,DonnaVWells@teleworm.us,US,IN,Indiana,Indianapolis,1697 Davisson Street,39.747559,-86.100635,886.1900439,No,Premium,Doctor,9/15/16,Employed,F,41854,Urban,Married,110,17,44,0,8,Personal Auto,Personal L3,Collision,Agent,481.269644,Four-Door Car,Medsize,1992 Skoda Rapid R
DG34434,Rish,Sally,SallyRRish@superrito.com,US,OK,Oklahoma,Tulsa,1849 Philli Lane,36.143449,-95.860219,524.6278375,Yes,Basic,Bachelor,9/1/16,Employed,F,28909,Suburban,Married,66,15,66,0,8,Corporate Auto,Corporate L2,Collision,Agent,456.702735,Two-Door Car,Medsize,2000 MCC ForTwo
DG46291,Seagle,Mary,MaryDSeagle@gustr.com,US,CA,California,San Diego,2499 Tenmile,32.833117,-117.210436,950.008167,No,Premium,High School or Below,10/1/16,Employed,F,96276,Urban,Married,117,33,81,0,6,Personal Auto,Personal L1,Collision,Call Center,553.50361,Four-Door Car,Medsize,1999 BMW 740
DG51590,Rich,Laurie,LaurieDRich@teleworm.us,US,MI,Michigan,Flint,940 Tennessee Avenue,43.036654,-83.783722,2540.151859,No,Extended,Bachelor,10/3/16,Employed,F,36800,Urban,Single,91,20,18,0,2,Personal Auto,Personal L1,Hail,Agent,236.63519,Two-Door Car,Medsize,2011 BMW 323
DG68667,Morris,Robert,RobertKMorris@rhyta.com,US,FL,Florida,Fort Myers,4101 Monroe Avenue,26.524844,-81.971121,812.3955566,No,Basic,Doctor,11/23/16,Medical Leave,M,12617,Suburban,Divorced,108,5,43,0,8,Personal Auto,Personal L3,Collision,Branch,648.925597,SUV,Medsize,1996 Mazda MS-8
DG80424,Patterson,Jennifer,JenniferRPatterson@teleworm.us,US,NY,New York,Spencerport,2201 Walt Nuzum Farm Road,43.248253,-77.904183,269.1568951,No,Basic,College,12/12/16,Employed,F,77411,Urban,Married,67,30,63,0,1,Personal Auto,Personal L2,Hail,Agent,257.900458,Four-Door Car,Medsize,2005 Riley MR II
DG90902,Otoole,Betty,BettyJOtoole@superrito.com,US,CA,California,South Gate,528 Evergreen Lane,34.001949,-118.207786,1747.664139,No,Basic,College,12/6/16,Employed,F,45106,Suburban,Married,73,22,21,0,2,Personal Auto,Personal L2,Hail,Agent,350.4,Four-Door Car,Medsize,2007 Alfa Romeo GT
DH13219,Reiter,Donnie,DonnieMReiter@jourrapide.com,US,OR,Oregon,Ione,3099 Sycamore Road,45.481758,-119.794858,340.2777293,No,Extended,Bachelor,11/30/16,Employed,M,57428,Suburban,Married,85,34,40,1,1,Corporate Auto,Corporate L3,Collision,Call Center,414.649796,Four-Door Car,Medsize,1993 Honda Accord
DH14632,Nelson,Lori,LoriMNelson@dayrep.com,US,IN,Indiana,Upland,4716 Fowler Avenue,40.393442,-85.405997,875.0222052,No,Basic,College,9/22/16,Employed,F,34695,Rural,Single,113,1,60,0,5,Personal Auto,Personal L3,Collision,Call Center,100.323765,SUV,Small,2005 Lexus GX
DH18269,Page,Aubrey,AubreyDPage@teleworm.us,US,IA,Iowa,Kanawha,3544 Southern Avenue,42.955157,-93.75416,1061.464457,No,Extended,College,12/1/16,Medical Leave,M,16040,Suburban,Divorced,96,29,93,0,2,Personal Auto,Personal L3,Collision,Branch,611.476898,Two-Door Car,Medsize,2014 Toyota Corolla
DH25145,Meader,Cora,CoraWMeader@fleckens.hu,US,LA,Louisiana,Hammond,2762 Woodland Avenue,30.620579,-90.505652,580.9261551,No,Basic,High School or Below,8/14/16,Employed,F,26975,Suburban,Married,73,14,59,0,5,Personal Auto,Personal L3,Other,Web,548.333667,Two-Door Car,Small,2001 Mazda Tribute
DH34004,Dalton,Paul,PaulSDalton@rhyta.com,US,SC,South Carolina,Rock Hill,3800 Emily Drive,34.885682,-81.040058,619.1402312,No,Basic,College,10/14/16,Unemployed,M,0,Suburban,Married,199,4,29,3,1,Personal Auto,Personal L3,Hail,Web,955.2,Luxury Car,Medsize,2014 Dodge Durango
DH41343,Lockhart,Jacob,JacobMLockhart@superrito.com,US,CA,California,Concord,4584 Alexander Avenue,38.096592,-121.953408,244.3665166,No,Basic,College,10/24/16,Employed,M,92834,Suburban,Married,61,15,56,0,1,Special Auto,Special L2,Hail,Call Center,292.8,Four-Door Car,Large,2008 Proton Arena
DH51686,Pena,Teresa,TeresaHPena@rhyta.com,US,NJ,New Jersey,Jersey City,2508 Northwest Boulevard,40.683237,-74.012583,404.8722426,No,Premium,Bachelor,9/7/16,Unemployed,F,0,Suburban,Single,118,9,26,0,1,Personal Auto,Personal L2,Collision,Web,566.4,Four-Door Car,Small,2001 Holden HSV
DH61947,Root,Everett,EverettTRoot@armyspy.com,US,GA,Georgia,Dalton,3860 Limer Street,34.830122,-84.94839,286.3043304,No,Extended,Bachelor,12/13/16,Unemployed,M,0,Rural,Married,79,0,44,0,1,Personal Auto,Personal L2,Other,Call Center,168.89233,Two-Door Car,Medsize,1992 Buick Park Avenue
DH68234,Gauthier,Matthew,MatthewGGauthier@jourrapide.com,US,OR,Oregon,Coos Bay,4544 Buena Vista Avenue,43.440845,-124.196075,2049.883124,No,Basic,Master,10/16/16,Employed,M,56070,Rural,Divorced,74,5,73,0,2,Personal Auto,Personal L3,Collision,Branch,87.990528,Two-Door Car,Medsize,1996 Ferrari 550
DH68319,Stegall,Monica,MonicaEStegall@superrito.com,US,VT,Vermont,Greensboro,2250 Selah Way,44.584989,-72.273086,278.7501453,No,Basic,College,10/10/16,Employed,F,62506,Suburban,Married,69,3,90,0,1,Personal Auto,Personal L1,Collision,Branch,331.2,Two-Door Car,Large,2000 Kia Clarus
